,Unnamed: 0,Datetime,Tweet Id,Text,Username,tokens,Party,tweet_web_r,sentiment_score,retweet,sentiment
130,130,2022-03-08 13:11:06+00:00,1.5e+18,"Thieves go by theft, do not go by fraud.
Yogi Sarkar still using EVMs Wants to rob the mandate by rigging the machine. Now I understand why BJP is taking pride in forming the government even after being cleaned up.
Video of DCM filled with EVM machine Shivpur Vidhan Sabha, Varanasi.
@ECISVEEP",SwamiPMaurya,"['Thieves', 'go', 'by', 'theft,', 'do', 'not', 'go', 'by', 'fraud.\nYogi', 'Sarkar', 'still', 'using', 'EVMs', 'Wants', 'to', 'rob', 'the', 'mandate', 'by', 'rigging', 'the', 'machine.', 'Now', 'I', 'understand', 'why', 'BJP', 'is', 'taking', 'pride', 'in', 'forming', 'the', 'government', 'even', 'after', 'being', 'cleaned', 'up.\nVideo', 'of', 'DCM', 'filled', 'with', 'EVM', 'machine', 'Shivpur', 'Vidhan', 'Sabha,', 'Varanasi.\n@ECISVEEP']",SP,"Thieves go by theft, do not go by fraud.
Yogi Sarkar still using EVMs Wants to rob the mandate by rigging the machine. Now I understand why BJP is taking pride in forming the government even after being cleaned up.
Video of DCM filled with EVM machine Shivpur Vidhan Sabha, Varanasi.
@ECISVEEP",-0.3459,False,0
131,131,2022-03-08 03:36:44+00:00,1.5e+18,"Hearty congratulations and best wishes to all women power on the occasion of ""International Women's Day""!
#HappyWomensDay2022",SwamiPMaurya,"['Hearty', 'congratulations', 'and', 'best', 'wishes', 'to', 'all', 'women', 'power', 'on', 'the', 'occasion', 'of', '""International', ""Women's"", 'Day""!\n#HappyWomensDay2022']",SP,"Hearty congratulations and best wishes to all women power on the occasion of ""International Women's Day""!
#HappyWomensDay2022",0.8748,False,1
132,132,2022-03-07 02:56:12+00:00,1.5e+18,"Overthrow the BJP government, which is anti-farmer, anti-Dalit, anti-backward, anti-unemployed youth and anti-small and medium traders, and form the Samajwadi Party government in the state by voting heavily in the 7th and final phase of elections.",SwamiPMaurya,"['Overthrow', 'the', 'BJP', 'government,', 'which', 'is', 'anti-farmer,', 'anti-Dalit,', 'anti-backward,', 'anti-unemployed', 'youth', 'and', 'anti-small', 'and', 'medium', 'traders,', 'and', 'form', 'the', 'Samajwadi', 'Party', 'government', 'in', 'the', 'state', 'by', 'voting', 'heavily', 'in', 'the', '7th', 'and', 'final', 'phase', 'of', 'elections.']",SP,"Overthrow the BJP government, which is anti-farmer, anti-Dalit, anti-backward, anti-unemployed youth and anti-small and medium traders, and form the Samajwadi Party government in the state by voting heavily in the 7th and final phase of elections.",0.4019,False,1
133,133,2022-03-07 01:31:37+00:00,1.5e+18,"In the last and seventh phase of elections in Uttar Pradesh also, clear the dust of BJP. Please give your support in forming the government of SP by voting heavily by pressing the button in front of the cycle symbol.",SwamiPMaurya,"['In', 'the', 'last', 'and', 'seventh', 'phase', 'of', 'elections', 'in', 'Uttar', 'Pradesh', 'also,', 'clear', 'the', 'dust', 'of', 'BJP.', 'Please', 'give', 'your', 'support', 'in', 'forming', 'the', 'government', 'of', 'SP', 'by', 'voting', 'heavily', 'by', 'pressing', 'the', 'button', 'in', 'front', 'of', 'the', 'cycle', 'symbol.']",SP,"In the last and seventh phase of elections in Uttar Pradesh also, clear the dust of BJP. Please give your support in forming the government of SP by voting heavily by pressing the button in front of the cycle symbol.",0.765,False,1
134,134,2022-03-05 12:40:38+00:00,1.5e+18,"Now a lot has happened
Vote 85, Raj 15,
Won't work, won't work.",SwamiPMaurya,"['Now', 'a', 'lot', 'has', 'happened\nVote', '85,', 'Raj', ""15,\nWon't"", 'work,', ""won't"", 'work.']",SP,"Now a lot has happened
Vote 85, Raj 15,
Won't work, won't work.",0.0,False,1
135,135,2022-03-05 06:10:03+00:00,1.5e+18,"Modi ji you are great
First you campaigned for SP by cycling and now you respected SP by wearing a red alert red cap on your head.
Thank you very much ..",SwamiPMaurya,"['Modi', 'ji', 'you', 'are', 'great\nFirst', 'you', 'campaigned', 'for', 'SP', 'by', 'cycling', 'and', 'now', 'you', 'respected', 'SP', 'by', 'wearing', 'a', 'red', 'alert', 'red', 'cap', 'on', 'your', 'head.\nThank', 'you', 'very', 'much', '..']",SP,"Modi ji you are great
First you campaigned for SP by cycling and now you respected SP by wearing a red alert red cap on your head.
Thank you very much ..",0.8979,False,1
136,136,2022-03-05 06:07:48+00:00,1.5e+18,"Fuck you up,
Bulls feed the field.
Vote took cycle,
Lotus offerings.",SwamiPMaurya,"['Fuck', 'you', 'up,\nBulls', 'feed', 'the', 'field.\nVote', 'took', 'cycle,\nLotus', 'offerings.']",SP,"Fuck you up,
Bulls feed the field.
Vote took cycle,
Lotus offerings.",-0.5423,False,0
137,137,2022-03-04 12:11:26+00:00,1.5e+18,"On March 10, the people of Uttar Pradesh will also take out the heat of Yogi who threatens to take out the heat and bulldozers will also run to shatter the pride of BJP leaders.",SwamiPMaurya,"['On', 'March', '10,', 'the', 'people', 'of', 'Uttar', 'Pradesh', 'will', 'also', 'take', 'out', 'the', 'heat', 'of', 'Yogi', 'who', 'threatens', 'to', 'take', 'out', 'the', 'heat', 'and', 'bulldozers', 'will', 'also', 'run', 'to', 'shatter', 'the', 'pride', 'of', 'BJP', 'leaders.']",SP,"On March 10, the people of Uttar Pradesh will also take out the heat of Yogi who threatens to take out the heat and bulldozers will also run to shatter the pride of BJP leaders.",-0.0516,False,0
138,138,2022-03-03 15:52:38+00:00,1.5e+18,"In the political Mahabharata of Uttar Pradesh, 6 chakras of the Chakravyuh formed by the Kaurava form BJP have been broken, the 7th chakra will collapse on 7th March and on 10th March the entire Kaurava form BJP including Krishna as Akhilesh and Arjun as Swami, Yogi as Duryodhana will end and Pride will shatter.",SwamiPMaurya,"['In', 'the', 'political', 'Mahabharata', 'of', 'Uttar', 'Pradesh,', '6', 'chakras', 'of', 'the', 'Chakravyuh', 'formed', 'by', 'the', 'Kaurava', 'form', 'BJP', 'have', 'been', 'broken,', 'the', '7th', 'chakra', 'will', 'collapse', 'on', '7th', 'March', 'and', 'on', '10th', 'March', 'the', 'entire', 'Kaurava', 'form', 'BJP', 'including', 'Krishna', 'as', 'Akhilesh', 'and', 'Arjun', 'as', 'Swami,', 'Yogi', 'as', 'Duryodhana', 'will', 'end', 'and', 'Pride', 'will', 'shatter.']",SP,"In the political Mahabharata of Uttar Pradesh, 6 chakras of the Chakravyuh formed by the Kaurava form BJP have been broken, the 7th chakra will collapse on 7th March and on 10th March the entire Kaurava form BJP including Krishna as Akhilesh and Arjun as Swami, Yogi as Duryodhana will end and Pride will shatter.",-0.5994,False,0
139,139,2022-03-03 01:43:42+00:00,1.5e+18,"Respected voters of 332, Vidhan Sabha Fazilnagar are requested to vote first, then have refreshments.",SwamiPMaurya,"['Respected', 'voters', 'of', '332,', 'Vidhan', 'Sabha', 'Fazilnagar', 'are', 'requested', 'to', 'vote', 'first,', 'then', 'have', 'refreshments.']",SP,"Respected voters of 332, Vidhan Sabha Fazilnagar are requested to vote first, then have refreshments.",0.4767,False,1
140,140,2022-03-03 01:34:30+00:00,1.5e+18,All respected voters are requested to vote heavily in favor of SP by pressing the button with the election symbol cycle.,SwamiPMaurya,"['All', 'respected', 'voters', 'are', 'requested', 'to', 'vote', 'heavily', 'in', 'favor', 'of', 'SP', 'by', 'pressing', 'the', 'button', 'with', 'the', 'election', 'symbol', 'cycle.']",SP,All respected voters are requested to vote heavily in favor of SP by pressing the button with the election symbol cycle.,0.7003,False,1
141,141,2022-03-02 14:03:56+00:00,1.5e+18,"I am requesting the people of my assembly constituency Fazilnagar not to pay heed to any rumor of opponents and vote first and then have refreshments.
Jay Bhim Jay Samajwad.",SwamiPMaurya,"['I', 'am', 'requesting', 'the', 'people', 'of', 'my', 'assembly', 'constituency', 'Fazilnagar', 'not', 'to', 'pay', 'heed', 'to', 'any', 'rumor', 'of', 'opponents', 'and', 'vote', 'first', 'and', 'then', 'have', 'refreshments.\nJay', 'Bhim', 'Jay', 'Samajwad.']",SP,"I am requesting the people of my assembly constituency Fazilnagar not to pay heed to any rumor of opponents and vote first and then have refreshments.
Jay Bhim Jay Samajwad.",0.0762,False,1
142,142,2022-03-02 11:44:50+00:00,1.5e+18,"Oh look, the real form of BJP.
Yogi ji, you definitely got the attack done but I am safe.",SwamiPMaurya,"['Oh', 'look,', 'the', 'real', 'form', 'of', 'BJP.\nYogi', 'ji,', 'you', 'definitely', 'got', 'the', 'attack', 'done', 'but', 'I', 'am', 'safe.']",SP,"Oh look, the real form of BJP.
Yogi ji, you definitely got the attack done but I am safe.",0.5647,False,1
144,144,2022-03-01 12:24:42+00:00,1.5e+18,"While doing a roadshow on the prescribed route, the gang-banded people of the BJP vandalizing the vehicles running on me and the convoy and attacking the workers fatally is a symbol of the desperation of the BJP. I strongly condemn, democracy cannot be weakened by sticks and sticks and violence.",SwamiPMaurya,"['While', 'doing', 'a', 'roadshow', 'on', 'the', 'prescribed', 'route,', 'the', 'gang-banded', 'people', 'of', 'the', 'BJP', 'vandalizing', 'the', 'vehicles', 'running', 'on', 'me', 'and', 'the', 'convoy', 'and', 'attacking', 'the', 'workers', 'fatally', 'is', 'a', 'symbol', 'of', 'the', 'desperation', 'of', 'the', 'BJP.', 'I', 'strongly', 'condemn,', 'democracy', 'cannot', 'be', 'weakened', 'by', 'sticks', 'and', 'sticks', 'and', 'violence.']",SP,"While doing a roadshow on the prescribed route, the gang-banded people of the BJP vandalizing the vehicles running on me and the convoy and attacking the workers fatally is a symbol of the desperation of the BJP. I strongly condemn, democracy cannot be weakened by sticks and sticks and violence.",-0.9305,False,0
145,145,2022-02-27 15:20:57+00:00,1.5e+18,"Mr. Akhilesh Yadav ji, you should lead in the role of Shri Krishna in the battlefield of Uttar Pradesh.
I will make Arjun Rupi Swami Prasad Maurya clear the BJP from UP.
...",SwamiPMaurya,"['Mr.', 'Akhilesh', 'Yadav', 'ji,', 'you', 'should', 'lead', 'in', 'the', 'role', 'of', 'Shri', 'Krishna', 'in', 'the', 'battlefield', 'of', 'Uttar', 'Pradesh.\nI', 'will', 'make', 'Arjun', 'Rupi', 'Swami', 'Prasad', 'Maurya', 'clear', 'the', 'BJP', 'from', 'UP.\n...']",SP,"Mr. Akhilesh Yadav ji, you should lead in the role of Shri Krishna in the battlefield of Uttar Pradesh.
I will make Arjun Rupi Swami Prasad Maurya clear the BJP from UP.
...",0.0,False,1
146,146,2022-02-27 15:01:08+00:00,1.5e+18,"mother. National President, Shri Akhilesh Yadav ji addressed a huge public meeting in Fazilnagar, the storm of SP which had started from western Uttar Pradesh, today the tsunami of mass influx in Fazilnagar gave dust to the opponents and the example of forming the government of SP on March 10. established.",SwamiPMaurya,"['mother.', 'National', 'President,', 'Shri', 'Akhilesh', 'Yadav', 'ji', 'addressed', 'a', 'huge', 'public', 'meeting', 'in', 'Fazilnagar,', 'the', 'storm', 'of', 'SP', 'which', 'had', 'started', 'from', 'western', 'Uttar', 'Pradesh,', 'today', 'the', 'tsunami', 'of', 'mass', 'influx', 'in', 'Fazilnagar', 'gave', 'dust', 'to', 'the', 'opponents', 'and', 'the', 'example', 'of', 'forming', 'the', 'government', 'of', 'SP', 'on', 'March', '10.', 'established.']",SP,"mother. National President, Shri Akhilesh Yadav ji addressed a huge public meeting in Fazilnagar, the storm of SP which had started from western Uttar Pradesh, today the tsunami of mass influx in Fazilnagar gave dust to the opponents and the example of forming the government of SP on March 10. established.",0.3182,False,1
148,148,2022-02-25 12:28:11+00:00,1.5e+18,"Addressing the election meeting organized in Gauri Shriram of Tamkuhiraj Vidhan Sabha, he appealed to the respected public present to make Samajwadi Party candidate Dr. Uday Narayan Gupta victorious by pressing the cycle button on March 3.",SwamiPMaurya,"['Addressing', 'the', 'election', 'meeting', 'organized', 'in', 'Gauri', 'Shriram', 'of', 'Tamkuhiraj', 'Vidhan', 'Sabha,', 'he', 'appealed', 'to', 'the', 'respected', 'public', 'present', 'to', 'make', 'Samajwadi', 'Party', 'candidate', 'Dr.', 'Uday', 'Narayan', 'Gupta', 'victorious', 'by', 'pressing', 'the', 'cycle', 'button', 'on', 'March', '3.']",SP,"Addressing the election meeting organized in Gauri Shriram of Tamkuhiraj Vidhan Sabha, he appealed to the respected public present to make Samajwadi Party candidate Dr. Uday Narayan Gupta victorious by pressing the cycle button on March 3.",0.7003,False,1
149,149,2022-02-24 13:46:19+00:00,1.5e+18,"Under the leadership of the National President of Samajwadi Party, Shri Akhilesh Yadav, the storm of change is going on in the Samajwadi Party Grand Alliance, in which the storm of the Bharatiya Janata Party is sure to be cleared. Today addressed a public meeting with Dr. Sanjay Chauhan ji in Thadhibhar village of Fazilnagar.",SwamiPMaurya,"['Under', 'the', 'leadership', 'of', 'the', 'National', 'President', 'of', 'Samajwadi', 'Party,', 'Shri', 'Akhilesh', 'Yadav,', 'the', 'storm', 'of', 'change', 'is', 'going', 'on', 'in', 'the', 'Samajwadi', 'Party', 'Grand', 'Alliance,', 'in', 'which', 'the', 'storm', 'of', 'the', 'Bharatiya', 'Janata', 'Party', 'is', 'sure', 'to', 'be', 'cleared.', 'Today', 'addressed', 'a', 'public', 'meeting', 'with', 'Dr.', 'Sanjay', 'Chauhan', 'ji', 'in', 'Thadhibhar', 'village', 'of', 'Fazilnagar.']",SP,"Under the leadership of the National President of Samajwadi Party, Shri Akhilesh Yadav, the storm of change is going on in the Samajwadi Party Grand Alliance, in which the storm of the Bharatiya Janata Party is sure to be cleared. Today addressed a public meeting with Dr. Sanjay Chauhan ji in Thadhibhar village of Fazilnagar.",0.9153,False,1
150,150,2022-02-23 06:37:00+00:00,1.5e+18,"After voting in Unchahar in the fourth phase of elections, he thanked the public after seeing the enthusiasm of the huge voting. Come form the government of SP, save UP from BJP.
...",SwamiPMaurya,"['After', 'voting', 'in', 'Unchahar', 'in', 'the', 'fourth', 'phase', 'of', 'elections,', 'he', 'thanked', 'the', 'public', 'after', 'seeing', 'the', 'enthusiasm', 'of', 'the', 'huge', 'voting.', 'Come', 'form', 'the', 'government', 'of', 'SP,', 'save', 'UP', 'from', 'BJP.\n...']",SP,"After voting in Unchahar in the fourth phase of elections, he thanked the public after seeing the enthusiasm of the huge voting. Come form the government of SP, save UP from BJP.
...",0.8834,False,1
151,151,2022-02-23 04:37:35+00:00,1.5e+18,"President of Rashtriya Kisan Manch, Pt. Shekhar Dixit ji has supported the alliance of Samajwadi Party to remove the anti-farmer BJP government and bring prosperity to the farmers and youth. Thanks a lot for that.
@ptshekhardixit",SwamiPMaurya,"['President', 'of', 'Rashtriya', 'Kisan', 'Manch,', 'Pt.', 'Shekhar', 'Dixit', 'ji', 'has', 'supported', 'the', 'alliance', 'of', 'Samajwadi', 'Party', 'to', 'remove', 'the', 'anti-farmer', 'BJP', 'government', 'and', 'bring', 'prosperity', 'to', 'the', 'farmers', 'and', 'youth.', 'Thanks', 'a', 'lot', 'for', 'that.\n@ptshekhardixit']",SP,"President of Rashtriya Kisan Manch, Pt. Shekhar Dixit ji has supported the alliance of Samajwadi Party to remove the anti-farmer BJP government and bring prosperity to the farmers and youth. Thanks a lot for that.
@ptshekhardixit",0.7845,False,1
152,152,2022-02-23 02:35:32+00:00,1.5e+18,"To strengthen democracy,
Come vote first, have refreshments later.",SwamiPMaurya,"['To', 'strengthen', 'democracy,\nCome', 'vote', 'first,', 'have', 'refreshments', 'later.']",SP,"To strengthen democracy,
Come vote first, have refreshments later.",0.3182,False,1
153,153,2022-02-22 14:46:30+00:00,1.5e+18,"There is an appeal to the people of the state to vote maximum in the fourth phase on February 23 and strengthen democracy.
I am also located in front of Unchahar Kotwali (Rae Bareilly) booth no. I will vote at 10:00 am in 351, primary school.
...",SwamiPMaurya,"['There', 'is', 'an', 'appeal', 'to', 'the', 'people', 'of', 'the', 'state', 'to', 'vote', 'maximum', 'in', 'the', 'fourth', 'phase', 'on', 'February', '23', 'and', 'strengthen', 'democracy.\nI', 'am', 'also', 'located', 'in', 'front', 'of', 'Unchahar', 'Kotwali', '(Rae', 'Bareilly)', 'booth', 'no.', 'I', 'will', 'vote', 'at', '10:00', 'am', 'in', '351,', 'primary', 'school.\n...']",SP,"There is an appeal to the people of the state to vote maximum in the fourth phase on February 23 and strengthen democracy.
I am also located in front of Unchahar Kotwali (Rae Bareilly) booth no. I will vote at 10:00 am in 351, primary school.
...",0.0258,False,1
154,154,2022-02-22 13:41:08+00:00,1.5e+18,"mother. Prime Minister,
Many thanks for promoting the cycle to make the Samajwadi Party win. We also say vote for the cycle, form the government of SP.
Save UP from Yogi.
...",SwamiPMaurya,"['mother.', 'Prime', 'Minister,\nMany', 'thanks', 'for', 'promoting', 'the', 'cycle', 'to', 'make', 'the', 'Samajwadi', 'Party', 'win.', 'We', 'also', 'say', 'vote', 'for', 'the', 'cycle,', 'form', 'the', 'government', 'of', 'SP.\nSave', 'UP', 'from', 'Yogi.\n...']",SP,"mother. Prime Minister,
Many thanks for promoting the cycle to make the Samajwadi Party win. We also say vote for the cycle, form the government of SP.
Save UP from Yogi.
...",0.9337,False,1
155,155,2022-02-22 13:28:47+00:00,1.5e+18,"Cycle is an accessible ride for the poor, laborers, farmers, common man, students and youth. The statement of the Prime Minister that ""the cycle belongs to terrorists, from which bombs explode"", is a gross insult to the people of the state and the country. He should apologize to the people of the country.",SwamiPMaurya,"['Cycle', 'is', 'an', 'accessible', 'ride', 'for', 'the', 'poor,', 'laborers,', 'farmers,', 'common', 'man,', 'students', 'and', 'youth.', 'The', 'statement', 'of', 'the', 'Prime', 'Minister', 'that', '""the', 'cycle', 'belongs', 'to', 'terrorists,', 'from', 'which', 'bombs', 'explode"",', 'is', 'a', 'gross', 'insult', 'to', 'the', 'people', 'of', 'the', 'state', 'and', 'the', 'country.', 'He', 'should', 'apologize', 'to', 'the', 'people', 'of', 'the', 'country.']",SP,"Cycle is an accessible ride for the poor, laborers, farmers, common man, students and youth. The statement of the Prime Minister that ""the cycle belongs to terrorists, from which bombs explode"", is a gross insult to the people of the state and the country. He should apologize to the people of the country.",-0.9217,False,0
157,157,2022-02-21 14:21:57+00:00,1.5e+18,"mother. Asking for votes by Prime Minister Modi in lieu of eating salt is not only an insult to the poor but also the cost of democracy. Do they not know that the salt or whatever they eat is also the hard earned money of the people of the country. If they had known the price of salt, they would not have sold it to government institutions.",SwamiPMaurya,"['mother.', 'Asking', 'for', 'votes', 'by', 'Prime', 'Minister', 'Modi', 'in', 'lieu', 'of', 'eating', 'salt', 'is', 'not', 'only', 'an', 'insult', 'to', 'the', 'poor', 'but', 'also', 'the', 'cost', 'of', 'democracy.', 'Do', 'they', 'not', 'know', 'that', 'the', 'salt', 'or', 'whatever', 'they', 'eat', 'is', 'also', 'the', 'hard', 'earned', 'money', 'of', 'the', 'people', 'of', 'the', 'country.', 'If', 'they', 'had', 'known', 'the', 'price', 'of', 'salt,', 'they', 'would', 'not', 'have', 'sold', 'it', 'to', 'government', 'institutions.']",SP,"mother. Asking for votes by Prime Minister Modi in lieu of eating salt is not only an insult to the poor but also the cost of democracy. Do they not know that the salt or whatever they eat is also the hard earned money of the people of the country. If they had known the price of salt, they would not have sold it to government institutions.",-0.202,False,0
158,158,2022-02-21 13:36:04+00:00,1.5e+18,"Saying by Shri Amit Shah (Union Home Minister) that we will give Smartphone, Tablet and Laptop when students take admission after 12th pass. This shows how educated the people of BJP are or it can also be a sample of new education policy.",SwamiPMaurya,"['Saying', 'by', 'Shri', 'Amit', 'Shah', '(Union', 'Home', 'Minister)', 'that', 'we', 'will', 'give', 'Smartphone,', 'Tablet', 'and', 'Laptop', 'when', 'students', 'take', 'admission', 'after', '12th', 'pass.', 'This', 'shows', 'how', 'educated', 'the', 'people', 'of', 'BJP', 'are', 'or', 'it', 'can', 'also', 'be', 'a', 'sample', 'of', 'new', 'education', 'policy.']",SP,"Saying by Shri Amit Shah (Union Home Minister) that we will give Smartphone, Tablet and Laptop when students take admission after 12th pass. This shows how educated the people of BJP are or it can also be a sample of new education policy.",0.0,False,1
159,159,2022-02-20 17:13:54+00:00,1.5e+18,"The policy of the BJP government is to make people poor and helpless, then 5 kg in front of them. Grab votes by showing favor by giving rice and toilets. If the government had given one job to every household in government sectors, it would not have needed the mercy of the government. Not given a job, it is making fun of poverty separately.
,",SwamiPMaurya,"['The', 'policy', 'of', 'the', 'BJP', 'government', 'is', 'to', 'make', 'people', 'poor', 'and', 'helpless,', 'then', '5', 'kg', 'in', 'front', 'of', 'them.', 'Grab', 'votes', 'by', 'showing', 'favor', 'by', 'giving', 'rice', 'and', 'toilets.', 'If', 'the', 'government', 'had', 'given', 'one', 'job', 'to', 'every', 'household', 'in', 'government', 'sectors,', 'it', 'would', 'not', 'have', 'needed', 'the', 'mercy', 'of', 'the', 'government.', 'Not', 'given', 'a', 'job,', 'it', 'is', 'making', 'fun', 'of', 'poverty', 'separately.\n,']",SP,"The policy of the BJP government is to make people poor and helpless, then 5 kg in front of them. Grab votes by showing favor by giving rice and toilets. If the government had given one job to every household in government sectors, it would not have needed the mercy of the government. Not given a job, it is making fun of poverty separately.
,",0.128,False,1
160,160,2022-02-20 16:54:45+00:00,1.5e+18,"Terrorists are terrorists, they do not have any class, caste, religion. They should be abolished in the interest of society and nation, but it is a matter of shame that there is only BJP government in the state and country, but still they are not being eradicated, why? The answer also has to be given to Modi ji and Yogi ji only.",SwamiPMaurya,"['Terrorists', 'are', 'terrorists,', 'they', 'do', 'not', 'have', 'any', 'class,', 'caste,', 'religion.', 'They', 'should', 'be', 'abolished', 'in', 'the', 'interest', 'of', 'society', 'and', 'nation,', 'but', 'it', 'is', 'a', 'matter', 'of', 'shame', 'that', 'there', 'is', 'only', 'BJP', 'government', 'in', 'the', 'state', 'and', 'country,', 'but', 'still', 'they', 'are', 'not', 'being', 'eradicated,', 'why?', 'The', 'answer', 'also', 'has', 'to', 'be', 'given', 'to', 'Modi', 'ji', 'and', 'Yogi', 'ji', 'only.']",SP,"Terrorists are terrorists, they do not have any class, caste, religion. They should be abolished in the interest of society and nation, but it is a matter of shame that there is only BJP government in the state and country, but still they are not being eradicated, why? The answer also has to be given to Modi ji and Yogi ji only.",-0.7964,False,0
161,161,2022-02-19 06:57:13+00:00,1.49e+18,"The death of senior socialist thinker and Leader of Opposition, Legislative Council, former cabinet minister, Ahmed Hassan ji during treatment at Ram Manohar Lohia Institute is very sad and a great loss to the socialist movement.
My heartfelt condolences to him and my condolences to the family members.",SwamiPMaurya,"['The', 'death', 'of', 'senior', 'socialist', 'thinker', 'and', 'Leader', 'of', 'Opposition,', 'Legislative', 'Council,', 'former', 'cabinet', 'minister,', 'Ahmed', 'Hassan', 'ji', 'during', 'treatment', 'at', 'Ram', 'Manohar', 'Lohia', 'Institute', 'is', 'very', 'sad', 'and', 'a', 'great', 'loss', 'to', 'the', 'socialist', 'movement.\nMy', 'heartfelt', 'condolences', 'to', 'him', 'and', 'my', 'condolences', 'to', 'the', 'family', 'members.']",SP,"The death of senior socialist thinker and Leader of Opposition, Legislative Council, former cabinet minister, Ahmed Hassan ji during treatment at Ram Manohar Lohia Institute is very sad and a great loss to the socialist movement.
My heartfelt condolences to him and my condolences to the family members.",-0.1851,False,0
162,162,2022-02-17 12:07:24+00:00,1.49e+18,"Humble tribute to the strong voice of the poor and downtrodden, a symbol of social harmony and a skilled politician, former Chief Minister of Bihar Jan Nayak Karpoori Thakur ji on his death anniversary.",SwamiPMaurya,"['Humble', 'tribute', 'to', 'the', 'strong', 'voice', 'of', 'the', 'poor', 'and', 'downtrodden,', 'a', 'symbol', 'of', 'social', 'harmony', 'and', 'a', 'skilled', 'politician,', 'former', 'Chief', 'Minister', 'of', 'Bihar', 'Jan', 'Nayak', 'Karpoori', 'Thakur', 'ji', 'on', 'his', 'death', 'anniversary.']",SP,"Humble tribute to the strong voice of the poor and downtrodden, a symbol of social harmony and a skilled politician, former Chief Minister of Bihar Jan Nayak Karpoori Thakur ji on his death anniversary.",-0.25,False,0
163,163,2022-02-17 03:50:45+00:00,1.49e+18,"It is very sad to hear about the death of 13 people and injuries to others due to falling in the well during the Manglik program of Shri Parmeshwar Kushwaha ji in Nebua Naurangiya.
My deepest condolences to the families of the deceased in this sad moment and I wish the injured a speedy recovery.",SwamiPMaurya,"['It', 'is', 'very', 'sad', 'to', 'hear', 'about', 'the', 'death', 'of', '13', 'people', 'and', 'injuries', 'to', 'others', 'due', 'to', 'falling', 'in', 'the', 'well', 'during', 'the', 'Manglik', 'program', 'of', 'Shri', 'Parmeshwar', 'Kushwaha', 'ji', 'in', 'Nebua', 'Naurangiya.\nMy', 'deepest', 'condolences', 'to', 'the', 'families', 'of', 'the', 'deceased', 'in', 'this', 'sad', 'moment', 'and', 'I', 'wish', 'the', 'injured', 'a', 'speedy', 'recovery.']",SP,"It is very sad to hear about the death of 13 people and injuries to others due to falling in the well during the Manglik program of Shri Parmeshwar Kushwaha ji in Nebua Naurangiya.
My deepest condolences to the families of the deceased in this sad moment and I wish the injured a speedy recovery.",-0.8803,False,0
165,165,2022-02-15 05:03:11+00:00,1.49e+18,"Hearty congratulations to all on the birth anniversary of Hazrat Ali, an icon of Karmayodha, justice.",SwamiPMaurya,"['Hearty', 'congratulations', 'to', 'all', 'on', 'the', 'birth', 'anniversary', 'of', 'Hazrat', 'Ali,', 'an', 'icon', 'of', 'Karmayodha,', 'justice.']",SP,"Hearty congratulations to all on the birth anniversary of Hazrat Ali, an icon of Karmayodha, justice.",0.8074,False,1
166,166,2022-02-14 18:45:26+00:00,1.49e+18,"Of those who remove the heat (Yogi), the people started taking out the heat.
...",SwamiPMaurya,"['Of', 'those', 'who', 'remove', 'the', 'heat', '(Yogi),', 'the', 'people', 'started', 'taking', 'out', 'the', 'heat.\n...']",SP,"Of those who remove the heat (Yogi), the people started taking out the heat.
...",0.0,False,1
169,169,2022-02-12 17:04:51+00:00,1.49e+18,"Haji Ibrahim Rizvi, Alaihi Rahma, laying a chadar at the tomb of Pipra Kanak.",SwamiPMaurya,"['Haji', 'Ibrahim', 'Rizvi,', 'Alaihi', 'Rahma,', 'laying', 'a', 'chadar', 'at', 'the', 'tomb', 'of', 'Pipra', 'Kanak.']",SP,"Haji Ibrahim Rizvi, Alaihi Rahma, laying a chadar at the tomb of Pipra Kanak.",0.0,False,1
170,170,2022-02-10 03:39:44+00:00,1.49e+18,Appeal...,SwamiPMaurya,['Appeal...'],SP,Appeal...,0.0,False,1
171,171,2022-02-09 13:35:09+00:00,1.49e+18,"The hands have definitely met, but the distance of hearts
Is clearly visible.
Modi ji&lt;---------&gt;Yogi ji
...",SwamiPMaurya,"['The', 'hands', 'have', 'definitely', 'met,', 'but', 'the', 'distance', 'of', 'hearts\nIs', 'clearly', 'visible.\nModi', 'ji&lt;---------&gt;Yogi', 'ji\n...']",SP,"The hands have definitely met, but the distance of hearts
Is clearly visible.
Modi ji&lt;---------&gt;Yogi ji
...",0.6597,False,1
